,created_at,text,favourites_count,retweet_count,sentiment,polarity
43,2.3166666666666664,health always come medicine time comes peace mind peace heart peace soul comes laughter love stayhomestaysafe lockdowntelangana,24851,4,positive,0.5
44,2.3333333333333335,saintmsg always inspires everyone serve humanity selflessly following footsteps saint dr msg ji derasachasauda followers helping poor people providing food pandemic due covid19 indiafightscorona,16240,1,negative,-0.17500000000000002
45,2.3333333333333335,coronavirus world surpasses two million confirmed cases coronavirus,4647,1,positive,0.4
46,2.35,ration door step ysjagancares apfightscorona stayhomestaysafe,1640,0,neutral,0.0
47,2.3666666666666667,health always come medicine time comes peace mind peace heart peace soul comes laughter love stayhomestaysafe lockdowntelangana,1000,0,positive,0.5
48,2.4,coronahaaregaindiajeetega odishafightscoronavirus ril foundation covid19 relief initiatives odisha jiotogether rilforindia,26866,1,neutral,0.0
49,2.4166666666666665,indiafightscorona modi govt continuously rigorously working combat covid 19 salute sir definitely win covid19 covid indiafightscorona indiatrustspmmodi modihaitohmumkinhai modileadingtheworld,1535,0,positive,0.8
50,2.45,history congress comes power report single contributor covid 19 india single source link aryan race,14605,0,negative,-0.07142857142857142
51,2.533333333333333,gurugram gurugram administration commendable work fighting covid19 pendemic coming drive testing facility smart innovative solution complex problem,13401,0,positive,0.1380952380952381
52,2.533333333333333,gonna another gloomy day morning indian markets sgx nasdaq dow fut s amp p asia hope positive sentiments will kick point day stockmarket covid19,186,0,positive,0.22727272727272727
53,2.5666666666666664,good honourable sir effectively hold china village everyone subset certainly opinion irresponsibility permanent member china ignored now time realise true drive covid 19,1024,0,positive,0.46607142857142847
54,2.5666666666666664,ajayks sant shri asharamji bapu established yuwa seva sangh mahila utthan mandal organizations provide food basic essentials poor peoples critical time coronaviruspandemic,219230,62,negative,-0.13333333333333333
55,2.5833333333333335,people disabilities must often rely others help daily tasks covid19 confinement regulations ensure support available theme weareallinthistogether standup4humanrights,71801,0,positive,0.2
56,2.6,s beautiful messages covid19india covid19 stayhomesavelives,0,0,positive,0.85
57,2.6,district wise break status positive cases corona telangana state 15 04 2020 covid19india stayhomestaysafe handstandchallenge lockdown,422,0,positive,0.4636363636363636
58,2.6333333333333333,pay cut best thing happen s anyday better job loss covidindia coronavirusoutbreak,35221,1,positive,0.75
59,2.6333333333333333,coronavirus person coronavirus moneyheist arturo,3302,0,neutral,0.0
60,2.6333333333333333,hear allah islam amp smart attempt using religious undertone speaker people aggregated mullah amp darga coronainmaharashtra covid 19,1111,0,positive,0.10714285714285714
61,2.65,support tatatrusts setting chandrapur cancer care foundation now making significant contribution towards treatment covid19 patients commendable combatcovid19 indiafightscorona,25429,0,positive,0.375
62,2.6666666666666665,day 20 21 smilealways nominated ve post day s fun go veggie market hope go sooooonnnn lockdownextention 21daysoffamilymoments 21dayslockdown stayhomestaysafe,20346,1,positive,0.3
63,2.6666666666666665,covid19 well said,1465,0,neutral,0.0
64,2.6833333333333336,best captain ask anyone coronavirusoutbreak,35221,22,positive,1.0
65,2.7333333333333334,saying never goes context will way god bless police personal stand us covid 19,467,0,neutral,0.0
66,2.75,people will die rather send daughters isolation wards country moradabadviolence moradabad coronavirusoutbreak,1351,1,neutral,0.0
67,2.75,recreating muskuraega india plz share among muskurayegaindia muskurayegaodisha covid19 odisha,1086,0,neutral,0.0
68,2.75,dailyupdate 15 04 2020 ril covid19 relief initiatives foundation provided 1 47 crore meals 63 districts across 16 states n 1 ut refuelled 1 27 lakh litres fuel 3347 emergency vehicles donated 535 3 crores relief funds coronahaaregaindiajeetega,26866,2,neutral,0.0
69,2.783333333333333,love bathinda stayhome staysafe safelife pmcares indiafightscorona bathinda coronavirus bathindacity lakes love welovebathinda happiness enjoy cityoflakes bathindian pb03 bathindanews bathindaupdates,2,0,positive,0.525
70,2.783333333333333,well said jahiljamati covid 19 lockdown,6626,0,neutral,0.0
71,2.783333333333333,creativity best people find ways amuse even difficult times covid 19 coronavirusoutbreak,87,0,positive,0.25
72,2.8,tracked amount time took countries cross 10000 coronavirus cases despite massive population cases india haven risen slower much smaller countries fingers crossed,14103,0,neutral,0.0
73,2.8,food distribution icare foundation slums covid19 covidindia coronaupdatesindia covid19outbreak coronavirusoutbreak,461,0,neutral,0.0
74,2.8166666666666664,goodnews govt reports year rabi season bumper crop hope farmers fair prices well farmersmarket covid 19 apple lockdown,1874,1,positive,0.7
75,2.8166666666666664,given information every country pertaining covid 19 leadership country responded differently trump stop deflecting failure lack leadership skills period,437,0,negative,-0.15833333333333335
76,2.8333333333333335,seriously tell lockdown protect people disease hundreds migrant workers living appalling condition bridge delhi lockdown covid19 migrantsontheroad,2100,0,negative,-0.3416666666666667
77,2.85,work dutiful create beautiful work environment workfromhome workingfromhometips youcandoit learning thursdayvibes foodforthought covid 19 lockdown covidindia developerjobs stayhomesavelives,1735,2,positive,0.85
78,2.85,15 yrs old priti nag shares beautiful drawing stays home safe coronavirus spends time creativity cancersurvivor cancerkids cancerpatients fightagainstcancer fightagainstcorona,36158,0,positive,0.48333333333333334
79,2.85,s noticed used masks thrown roadsides ll cause virus spread please advice people cleankerala covid19,510,0,neutral,0.0
80,2.85,aarogyasetu aarogyasetuapp stayhomestaysafe download app follow live updates covid 19,556,0,positive,0.13636363636363635
81,2.9,safe stayhomestaysafe india,2942,0,positive,0.5
82,2.9166666666666665,way fight covid19 understand situation stop kind incidents wanna win fight must respect frontline fighter stayhomestaysafe,1713,0,positive,0.7
83,2.9166666666666665,please besafe stayhomestaysafe,1347,0,neutral,0.0
84,2.9333333333333336,love bathinda stayhome staysafe safelife pmcares indiafightscorona bathinda coronavirus bathindacity lakes love welovebathinda happiness enjoy cityoflakes bathindian pb03 bathindanews bathindaupdates,2,0,positive,0.525
85,2.95,coronafighters prayers tributes healthworkers around world coronavirusoutbreak odisha,206,0,neutral,0.0
86,2.966666666666667,kid know lockdown stayhomestaysafe indiafightscovid19 ds,4662,2,neutral,0.0
87,3.0,kids classes online stayhomestaysafe,8085,0,neutral,0.0
88,3.033333333333333,yogendrayadav seem interested spreading coronavirus,2275,0,positive,0.25
89,3.066666666666667,india slams usa body fake news says stop communalising war covid19 india supporting america war coronavirusoutbreak remember hydroxychloroquine,206,0,negative,-0.125
90,3.066666666666667,coronavirusupdates 5 assam districts red zone covid 19,15,0,neutral,0.0
91,3.0833333333333335,justification despite coronavirus lockdown 15 march 2020 nearly 150 thousands hindu devotees tamilnadu karnataka attended kadiri narasimha swamy brahmotsavam annual festival t rathotsavam chariot ceremony,8565,0,positive,0.1
92,3.1,united states records nearly 2 600 coronavirus deaths 24 hours new record heaviest daily toll country johns hopkins university reports afp news agency covid19,303,0,positive,0.07878787878787878
93,3.1166666666666667,pep talk m s bhagyalaxmi bharatgas appreciated wonderful job done 1 precautions refill delivery 2 social distancing dos donts 3 arogya setu app stopcorona stayhomestaysafe,2202,3,positive,0.41111111111111115
94,3.1166666666666667,health means world family keep car parked spend quality time covid covid19 stayindoors stayhome staysafe,2331,0,neutral,0.0
95,3.15,will people pm mr moo covid19 covid19india pmofindia,735,0,neutral,0.0
96,3.15,dear sir able say indian citizen say indiafightscorona coronavirusindia coronavirusupdate covid2019india coronapandemic coronaoutbreakindia covid19 jaihind,1086,0,positive,0.5
97,3.216666666666667,family safe yadagiri yadagiri district green zone stayhomestaysafe lockdown2,3571,0,positive,0.15
98,3.216666666666667,today cases coronavirus india corona todaycoronaviruscases coronavirus coronaviruscases lockdown2 dhule smart city,352,0,positive,0.21428571428571427
99,3.216666666666667,414 coronavirus deaths india 37 reported last 24 hours,3061,1,neutral,0.0
100,3.2333333333333334,deeply disturbing dr sc agarwal attacked mob moradabad uttar pradesh went screening suspected coronavirus patients goons attacked doctors well cops now 17 people arrested 19 different sections ipc,9003,1,negative,-0.25
101,3.2333333333333334,every human think current scenario pendamic follow guidelines strictly won t need lockdown taking responsible steps blaming government will solution covidusa covid19india covid19 covid19chennai,735,0,positive,0.06666666666666667
102,3.2333333333333334,coronavirusindia 16apr 2020 total 12380 recovered 1489 deaths 414 past 24 hours 941 cases 37 deaths good news recovered cases percentage increased 11 41 12 02 day increased 5 78 23mar 12 02 now covid 19 coronaupdatesindia,319,0,positive,0.15
103,3.25,understanding completely need available lockdown important check details given lockdownguidelines indiafightscorona stayhomestaysafe prathammotors marutisuzuki,292,0,positive,0.3
104,3.2666666666666666,keeping life first motive re glad imported 50 000 ppe kits guangzhou china guwahati airport himanta biswa sarma coronaviruspandemic,15,0,positive,0.375
105,3.2666666666666666,wrote english patrika april 2020 india leads global fight covid19 s people s fight globally amp india narendramodi shows way globally indiafightcorona indiafightscovid19,13286,13,neutral,0.0
106,3.2666666666666666,started using drone siren started making announcements several parts city ensure people abide lockdown imposed contain spread sars cov 2 virus lockdown coronaviruslockdown covid 19,4354,0,neutral,0.0
107,3.2666666666666666,india s total number coronavirus positive cases rises 12 380 including 10 477 active cases 1489 cured discharged migrated 414 deaths ministry health family welfare covid 19 coronaviruslockdown coronaoutbreak,131,0,positive,0.031313131313131314
108,3.2666666666666666,andhrapradesh govt seeking double number covid 19 tests conducted per day,3505,0,neutral,0.0
109,3.283333333333333,color interracial part life reflects personality attire photography beauty colorfullifestyle newavtar india mumbai trendylook lifeisbeautiful indiafightscorona stayhomestaysafe lockdown lockdown19days lockdownsecondphase day2,290,0,neutral,0.0
110,3.283333333333333,pledge stayhomestaysafe maintain socialdistancing serve country fightagainstcovid itsmyduty savelives,240,0,neutral,0.0
111,3.3166666666666664,spitting public now offence disaster management act home ministry covid 19,15,0,neutral,0.0
112,3.3333333333333335,socialdistancing way help india fightagainstcoronavirus s important practiced growhomes appeals maintain social distancing safe savelives stayhome quarantine covid lockdown covid 19,145,0,positive,0.3111111111111111
113,3.3666666666666667,coronas toll never compete starving deaths country covid stayhome stayhomestaysafe,225287,6,neutral,0.0
114,3.3666666666666667,please avoid spreading hatred fake news maintain social d s t n c e covid 19 telanganafightscorona telanganalockdown,3038,0,negative,-0.23333333333333334
115,3.3833333333333333,yesterday recover tomorrow win lose thoughtfortheday goodmorningtwitterworld positivethinking covid stayhomestaysafe beatcovid19,489,0,positive,0.8
116,3.4,wondering taking pay cut maybe salary till nov elections apparently strongest country world highest covid19 ve cases deaths,2773,1,positive,0.05
117,3.4166666666666665,first time last weeks didn t check latest covid19 count first thing morning,1061,0,positive,0.25
118,3.45,tum class phone chalate ho unhone phone class chala di relatable lockdown covid 19 quarentinelife,12,0,neutral,0.0
119,3.466666666666667,t 22 lovely couple may lordshiva bless family please safe sound period covid19,50691,0,positive,0.4666666666666666
120,3.4833333333333334,hope healthy safe great tough time stayhomestaysafe staypositive,3536,1,positive,0.3527777777777778
121,3.5166666666666666,desperately trying recreate feeling outdoors pic candy canonindia official covid 19 workoutathome selfcare selfisolation jantacurfew yoga2point0 yogaposes,282,0,negative,-0.6
122,3.5166666666666666,indian white eye april 15 2020 birdwatching delhi stay safe covid 19,9924,1,positive,0.25
123,3.533333333333333,world one family vasudhaiva kutumbakam us say thing different languages stay home stay safe kudos directors indian cultural centres across world collage languages stayhomestaysafe,13,23,positive,0.19999999999999998
124,3.533333333333333,indian white eye july 14 2019 birdwatching delhi stay safe covid 19,9924,0,positive,0.25
125,3.5666666666666664,per covid 19 website launched india covid 19 cases india fallen 3rd successive day 1243 1035 amp yesterday 881 cases recovery rate healthy 112 167 144 lets hope trend continues today arogyasetu,3608,1,positive,0.25
126,3.5666666666666664,great work icc directors nothing demonstrates world one family stayhomestaysafe,3528,3,positive,0.8
127,3.5666666666666664,wondered cant invent medicine virus killed wshing hands soap coz dettol kills 99 9 germs remaining 1 covid 19 coronaviruslockdown coronastopkarona covid19india coronavirusoutbreak,80,0,negative,-0.2
128,3.5666666666666664,problem migrant workers real though government best still missing major steps needs taken lockdown2 covid stayhomestaysafe covid 19 lockdown covid 19,3552,0,positive,0.265625
129,3.5833333333333335,ips right indiafightscorona stayhomestaysafe,237,0,positive,0.2857142857142857
130,3.6,m pretty sure bollywood director will make movie spirit mumbai awesome together fought coronavirus onslaught came awesome,2052,0,positive,0.6875
131,3.6,coronavirus world surpasses two million confirmed cases coronavirus,134828,0,positive,0.4
132,3.6166666666666667,thanks everybody putting others life first difficult times doctors nurses sanitationwarriors police lockdown stayhomestaysafe,2893,0,negative,-0.016666666666666663
133,3.6333333333333333,points remember continue remain digitally accessible please follow steps protect neighbors indiafightscorona lockdown coronavirusafety stayhomestaysafe lakhimpur sitapur mosaramenterprises mahindrarise,28,1,positive,0.375
134,3.6666666666666665,covid19india update april 16 2020 8 00 source india indiafightscorona lockdown2 wish amp pray confirmed cases convert cured please download aarogyasetuapp stayhomestaysafe,681,0,positive,0.4
135,3.6833333333333336,online ambedkar jayanti 2020 live 7pm today 16th april 2020 ambedkarjayanti covid 19 jaibhim jaibhim,331,1,positive,0.13636363636363635
136,3.75,need 1 complete game ludo keep getting 6 5 ludo quarentinelife covid19 covid lockdown,207,0,negative,-0.15000000000000002
137,3.75,top 5 total deaths world 1 united states 644089 cases 28529 deaths 2 italy 165155 cases 21645 deaths 3 spain 180659 cases 18812 deaths 4 france 147863 cases 17167 deaths 5 uk 98476 cases 12868 deaths covid 19 stayhome,20030,0,positive,0.25
138,3.7666666666666666,dear educated muslims please show spine speak attack health care heroes covid 19 healthcareheroes attackondoctors moradabadviolence,28,0,neutral,0.0
139,3.783333333333333,requesting follow lockdown 2 0 guidelines strictly guruji ka ashirwad aapke sath hai link guidelines stayhomestaysafe lockdown covid19india,21,0,neutral,0.0
140,3.8,hope india soon find sanjeevinibooti covid19 jai sri ram,11671,0,neutral,0.0
141,3.8166666666666664,coronavirusupdate update covid19 active cases 10 477 cured discharged 1488 deaths 414 16 04 2020,51,2,negative,-0.13333333333333333
142,3.8333333333333335,will hardly find pm world afraid press conference pm 56 chest hmmm covid19india indialockdown covid 19,3563,0,negative,-0.4458333333333333
143,3.85,take care sir stayhomestaysafe,3512,1,neutral,0.0
144,3.8833333333333333,creativity intelligence fun albert einstein especially times lockdown due health catastrophe creativity best tool create awareness lockdown covid 19 lockdownextended socialdistancing coronavirusoutbreak coronaviruslockdown,236,0,positive,0.29375
145,3.9,stay home see don t stay home icu covid19 stayhome,70,0,neutral,0.0
146,3.9,3 simple steps lend support towards defeating global pandemic aarogyasetuapp will help government take timely steps efforts reduce impact coronavirusoutbreak download now,11069,2,neutral,0.0
147,3.9166666666666665,appreciate receiving manja bazaar committee cheque 1 00 000 towards cemrelieffund stayhomestaysafe savelives indiafightscoronavirus,115,0,neutral,0.0
148,3.9166666666666665,india flights corona let s part fight coronavirus stay home stay safe narendramodi covid19 icatbangalore icat narendramodi india stayhome modi illustrations bangalore hassan,322,0,positive,0.5
149,3.9333333333333336,hotstar disney discovery plus launches limited time annual subscription rs 99 amid nationwide lockdown2 covid 19 lockdown india trending kya kya dekhe kaha kaha,233,0,negative,-0.07142857142857142
150,3.9333333333333336,self isolation social distancing weapons fight coronavirus appealing come outside un necessarily stayhomestaysafe stayhealthy teamvaruntej,35270,0,positive,0.13333333333333333
151,3.966666666666667,troubled times standing amp helping troubled poor people gandhiji taught us president ji youth congress humegarvhai covid19 thursdaymotivation,10992,3,negative,-0.4666666666666666
152,3.966666666666667,covid 19 covid corona defeated slowwwwwwwly,160,0,neutral,0.0
153,3.9833333333333334,world looks towards india drugs supplies modi govt effective amp firm dealing pandemic left even developed countries helpless lockdown coronaviruslockdown socialdistance covid 19,236,0,positive,0.125
154,4.0,death toll due covid19 rises 414 country cases climb 12 380 india,461,0,negative,-0.125
155,4.0,number coronavirus cases globally crosses 20 lakh mark,11,0,neutral,0.0
156,4.0,everyone requested install aarogya setu app avoid corona home information covid lockdown covid19 aarogyasetu aarogyasetuapp,70,0,neutral,0.0
157,4.016666666666667,plastic cp med infrared thermometer hospital contact us 91 8602885412 usmansecuritysolution infraredthermometer hospital covid19 coronavirus coronavirusindia stayhome staysafe hospitalsecurity hospitalindia indorsafe indore,18,0,neutral,0.0
158,4.016666666666667,increasing confidence covid 19 likely originated wuhan laboratory bioweapon part china s effort demonstrate efforts identify combat viruses equal greater capabilities united states covid 19,10307,0,positive,0.16666666666666666
159,4.033333333333333,may costliest government coverup time initial transmission virus bat human patient zero worked laboratory went population wuhan raw covid 19,10307,0,negative,-0.07692307692307693
160,4.033333333333333,let s relax bit music coronavirus indianmusic,433,1,neutral,0.0
161,4.15,scouts amp guides nr lko division leading charge war covid19 distributing food underprivileged section society raising awareness outbreak encouraging people maintain social distance,107,0,positive,0.03333333333333333
162,4.166666666666667,fight bad days earn best days life stayhomestaysafe,5,0,positive,0.15000000000000008
163,4.183333333333334,soon clear china blame 100000 deaths arround world covid 19 coronavirusoutbreak covid19pandemic,10306,0,positive,0.10000000000000002
164,4.183333333333334,whether market place socialdistancing helps stayhomestaysafe chennai,2075,1,neutral,0.0
165,4.183333333333334,district admin jodhpur chosen unique way aware locals city paintings based coronavirus made important crossings indiafightscorona stayhome coronaviruslockdown lockdown covid covid19india coronavirusupdate,18655,0,positive,0.3416666666666666
166,4.2,66 years male covid19 patient bengaluru died 15 april victoria hospital according referred private hospital amp admitted victoria ventilator support 10 april death toll karnataka reaches 13,1718,2,neutral,0.0
167,4.266666666666667,share care always hear sharingiscaring now time go beyond words take action simple reminder hope peace positivity thats needed present moments times spreadpeaceandpositivity peaceinpause stayhomestaysafe,544,0,positive,0.03333333333333333
168,4.283333333333333,scientific consensus constantly evolving never infallible always preferable blow dryer option girish shahane writes covid 19 coronaviruslockdown lockdown coronavirusoutbreak lockdownextended,236,0,neutral,0.0
169,4.333333333333333,sure delivery came strict norms precaution covid 19 thank much amazonseller hopefromhome lockdownguidelines,49262,0,positive,0.35
170,4.333333333333333,generous support distributed 25 hunger free kits daily wage labourer families warangal covid19 sharingtheresponsibility zerohunger sustainabledevelopmentgoals feedingtheneedy hungerfreekit donationupdate thankyou indiafightscorona teamphc,22,1,positive,0.2
171,4.333333333333333,blue color everlastingly appointed deity source delight padhaigharparbhi covid19 lockdown coronavirus strongtogether socialdistancing learinigathome learninginthetimeofcorona fightcovid19,10,1,neutral,0.0
172,4.366666666666666,one step save humanity stayhomestaysafe,4192,1,neutral,0.0
173,4.383333333333334,panchkula update seven tested positive sector 15 family now total nine members family tested positive total count 14 covid 19,1041,2,positive,0.11363636363636363
174,4.383333333333334,proud feeling na covid karnatakafightscorona covid 19,11478,0,positive,0.8
175,4.4,dhole dhole dhole side effects quarantine covidindia coronavirusinindia covid 19 coronaviruslockdown lockdown lockdownextended,281,0,neutral,0.0
176,4.4,now pm ji imposed lock please needed one thing test test test covid19 please use full capabilities ji asking extension knows testing enough,3762,0,positive,0.175
177,4.433333333333334,coronavirusoutbreak maharashtra continues state highest number infections 2 916 death toll state reached 187,1624,0,neutral,0.0
178,4.433333333333334,covid19 family quarantine bengaluru s patient 252 gets quiet funeral read,1718,1,neutral,0.0
179,4.433333333333334,indian media gone crazy instead reporting facts spreading fear among people constitute fake news someone take actions aaj tak covid19 conronavirus,32426,0,negative,-0.55
180,4.433333333333334,will win coronavirus,45326,0,positive,0.8
181,4.45,sir message crystal clear implemented levels honourable government even critical times importing china critical time covid 19 awesome start time india cdri ind ndelhi,1022,1,positive,0.275
182,4.466666666666667,glad receive borlongki timung amp rukasen rongpi cheque 50 000 towards cemrelieffund stayhomestaysafe savelives indiafightscoronavirus,115,0,positive,0.5
183,4.483333333333333,prior hint collective narrative around indiafightscorona amp life amid amp post coronavirus undergone profound change probably shortest time history mankind ability change amp adapt surprised us wehavechanged,2501,1,positive,0.061111111111111116
184,4.5,72 people south delhi quarantined pizza delivery man tests positive coronavirus people still thinking fucking vacations going want pizza nd post stories brainless people coronaviruslockdown covid 19,21,0,negative,-0.18636363636363634
185,4.5,stay home follow restrictions keep everyone safe makeup idea inspired amp mua alishaasah makeup coronaindia corona coronaviruslockdown stayhomesavelives coronaviruspandemic,70,0,positive,0.5
186,4.5,stay home sta safe supportcanceraidsociety canceraidsoviety stayhomestaysafe,72,3,positive,0.5
187,4.5,want make lockdown sign free tips increase body language skills beactive lockdown covid 19 learning bodylanguage,26,1,positive,0.4
188,4.533333333333333,asia growth will grind zero first time 60 years 2020 international monetary fund imf coronavirusoutbreak business economics covid 19 lockdown,236,0,positive,0.125
189,4.55,neither modi s varanasi smriti s amethi ji s wayanad constituency recognized healthministery excellent results teckling covid19 dist case s past 16days rg sincere amp disciplined leader,2100,0,positive,0.4166666666666667
190,4.566666666666666,times tough ahead spread covid19 growing alarming rate team anupam requests amp everyone follow 7 basic steps lockdown religiously together bendthecurve minimise spread,182,4,negative,-0.12222222222222223
191,4.566666666666666,india s total number coronavirus positive cases rises 12 380 including 10 477 active cases 1489 cured discharged migrated 414 deaths ministry health family welfare india,5656,0,positive,0.031313131313131314
192,4.6,lockdown plantsofinstagram plantsreclaimingthecity plantsoflockdown covid19 plants reclaiming space lock ahmedabad india,440,0,neutral,0.0
193,4.616666666666667,tag aamir khan organization skovian tagyourcolleague wfh digitalagency stayhome staysafe covid19 lockdown2 thursdaymorning,6,0,neutral,0.0
194,4.616666666666667,srinagar thanks sharing positively lockdown confident winning battle coronaviruspandemic stayhome india,1014,0,positive,0.3568181818181818
195,4.633333333333333,nuclear exchange started country supposedly spread covid19 powerful country suffered deaths economic destruction n now angry population will happen guess today,9734,2,neutral,0.0
196,4.633333333333333,crazy thought kind radical ideas narrow vision lead crisis demonetisation botched gst now migrantsontheroad covid19 already taken job struggling food now u want even roof head razed sick,32426,1,negative,-0.2285714285714286
197,4.65,lessons learned government coronavirus 1 eradicating liquor stores across india 2 tobacco prohibition 3 improvisation medical department thank,1,0,neutral,0.0
198,4.65,took part video conferencing leaders party karyakartas jharsuguda district aiming aid ailment people times discussing various topics concern covid19 virus outbreak covid19 videoconferencing,4932,1,neutral,0.0
199,4.65,image migrant worker without shelter perhaps even food reading newspaper among powerful reminders power responsibility journalism today s world covid19 migrants,2100,0,positive,0.3
